Format,2.0A,Unnamed: 2
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-2.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-6.0,,
9.0,,
10.0,,
14.0,,
12.0,,
-3.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
9.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-14.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-6.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-2.0,,
-14.0,,
-15.0,,
-8.0,,
-7.0,,
9.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
9.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-3.0,,
-3.0,,
-14.0,,
-15.0,,
-8.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
13.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-14.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-3.0,,
-3.0,,
-14.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
11.0,,
14.0,,
12.0,,
-3.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
13.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
9.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-6.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-3.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-3.0,,
-2.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-3.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
11.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-6.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-6.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
11.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-6.0,,
9.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-3.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-3.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-14.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-3.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
9.0,,
10.0,,
14.0,,
12.0,,
-3.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-14.0,,
-15.0,,
-8.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-3.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-6.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-3.0,,
-3.0,,
-14.0,,
-15.0,,
-7.0,,
-7.0,,
9.0,,
10.0,,
14.0,,
12.0,,
-3.0,,
-3.0,,
-14.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
11.0,,
14.0,,
12.0,,
-3.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-3.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-3.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-3.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-3.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-6.0,,
9.0,,
10.0,,
14.0,,
12.0,,
-3.0,,
-3.0,,
-15.0,,
-15.0,,
-8.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
9.0,,
10.0,,
14.0,,
12.0,,
-3.0,,
-3.0,,
-14.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-3.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-3.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
9.0,,
10.0,,
14.0,,
12.0,,
-3.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-3.0,,
-3.0,,
-14.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-3.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
9.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-14.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-3.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
9.0,,
10.0,,
14.0,,
12.0,,
-3.0,,
-3.0,,
-14.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-3.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-6.0,,
9.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-14.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
11.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
11.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-6.0,,
10.0,,
10.0,,
14.0,,
13.0,,
-2.0,,
-3.0,,
-14.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-3.0,,
-3.0,,
-15.0,,
-15.0,,
-7.0,,
-7.0,,
10.0,,
10.0,,
14.0,,
12.0,,
-2.0,,
